gene_bare	gene_name	overlap_category	coding_partners	n_cores	max_species_accepted	mean_species_per_core	best_mean_dist	best_median_dist	max_reference_core_length	max_species_d_le_0_05	max_species_d_le_0_04	max_species_d_le_0_03	max_species_d_le_0_02	max_species_d_le_0_01
ENSG00000289501		near_coding_5kb	.	1	18	18.0	0.0134	0.0042	1008	16	15	15	15	14
ENSG00000255931		near_coding_5kb	.	1	17	17.0	0.0142	0.0125	226	17	17	16	16	1
ENSG00000288879		near_coding_5kb	.	1	17	17.0	0.0143	0.0096	568	16	16	16	15	9
ENSG00000213888		near_coding_5kb	.	1	17	17.0	0.0145	0.0082	568	17	16	14	14	11
ENSG00000288940		near_coding_5kb	.	1	18	18.0	0.0147	0.009	408	18	17	17	13	10
ENSG00000237753	SLC20A1-DT	near_coding_5kb	.	1	17	17.0	0.0147	0.0068	649	15	15	15	15	10
ENSG00000297852		near_coding_5kb	.	1	19	19.0	0.0147	0.0081	808	18	17	15	15	12
ENSG00000294681		near_coding_5kb	.	1	19	19.0	0.0147	0.0137	288	19	19	18	16	5
ENSG00000301667		near_coding_5kb	.	1	18	18.0	0.0147	0.0144	170	18	18	18	18	0
ENSG00000250220		near_coding_5kb	.	1	18	18.0	0.0148	0.0122	288	18	18	17	15	3
ENSG00000227896		near_coding_5kb	.	1	19	19.0	0.015	0.0126	328	19	19	19	14	1
ENSG00000291281	COL6A4P1	near_coding_5kb	.	2	17	17.0	0.0155	0.0118	444	17	17	15	12	7
ENSG00000293510	AFG3L1P	near_coding_5kb	.	2	17	17.0	0.0156	0.0137	768	17	17	16	14	2
ENSG00000261168		near_coding_5kb	.	1	17	17.0	0.0157	0.0118	568	17	16	15	13	6
ENSG00000300174		near_coding_5kb	.	1	17	17.0	0.0158	0.0159	188	17	17	17	16	0
ENSG00000296951		near_coding_5kb	.	1	18	18.0	0.0158	0.0122	292	18	18	17	15	1
ENSG00000289848		near_coding_5kb	.	2	18	17.5	0.0159	0.0084	448	16	15	15	14	12
ENSG00000289155		near_coding_5kb	.	1	19	19.0	0.016	0.0127	568	19	19	15	14	7
ENSG00000293464		near_coding_5kb	.	1	19	19.0	0.016	0.011	528	18	18	17	16	9
ENSG00000290705		near_coding_5kb	.	1	17	17.0	0.0162	0.0157	197	17	17	17	14	0
ENSG00000307366		near_coding_5kb	.	1	18	18.0	0.0162	0.0134	248	18	18	16	15	0
ENSG00000289198		near_coding_5kb	.	1	18	18.0	0.0164	0.0125	288	17	17	17	14	3
ENSG00000233429	HOTAIRM1	near_coding_5kb	.	1	19	19.0	0.0165	0.0151	208	19	19	19	16	0
ENSG00000302923		near_coding_5kb	.	2	17	17.0	0.0168	0.0125	528	16	16	15	14	6
ENSG00000272043		near_coding_5kb	.	1	18	18.0	0.0168	0.0111	608	17	16	15	15	8
ENSG00000301977		near_coding_5kb	.	1	19	19.0	0.0169	0.0105	528	19	18	14	14	8
ENSG00000229108	LINC02587	near_coding_5kb	.	1	18	18.0	0.017	0.0144	187	18	18	17	14	0
ENSG00000229582		near_coding_5kb	.	1	19	19.0	0.0173	0.0076	608	18	16	15	14	11
ENSG00000293351		near_coding_5kb	.	1	17	17.0	0.0175	0.0136	208	17	17	16	13	0
ENSG00000308378		near_coding_5kb	.	1	19	19.0	0.0175	0.0073	488	17	15	15	15	10
ENSG00000297204		near_coding_5kb	.	1	19	19.0	0.0176	0.012	408	19	17	16	14	1
ENSG00000285205	GSC-DT	near_coding_5kb	.	2	18	17.5	0.0176	0.013	328	17	17	16	15	1
ENSG00000297359		near_coding_5kb	.	1	19	19.0	0.0177	0.0163	195	19	19	19	15	0
ENSG00000270141	TERC	near_coding_5kb	.	1	17	17.0	0.0177	0.0097	288	15	15	15	15	11
ENSG00000197322	TMEM132E-DT	near_coding_5kb	.	1	19	19.0	0.0177	0.0096	448	18	17	14	14	11
ENSG00000309217		near_coding_5kb	.	1	19	19.0	0.0179	0.0156	448	18	18	17	12	6
ENSG00000289841		near_coding_5kb	.	1	17	17.0	0.0181	0.0196	608	17	17	15	9	4
ENSG00000287306		near_coding_5kb	.	1	18	18.0	0.0181	0.0161	248	18	17	17	15	0
ENSG00000293507	FBXL9P	near_coding_5kb	.	2	18	17.5	0.0183	0.0133	249	17	16	16	15	0
ENSG00000307172		near_coding_5kb	.	1	18	18.0	0.0184	0.0138	968	17	16	15	12	6
ENSG00000304436		near_coding_5kb	.	1	18	18.0	0.0184	0.016	248	18	18	15	14	1
ENSG00000286493		near_coding_5kb	.	1	17	17.0	0.0185	0.0125	274	16	16	15	12	1
ENSG00000240790	SND1-DT	near_coding_5kb	.	1	18	18.0	0.0186	0.0148	253	17	17	16	15	1
ENSG00000295113		near_coding_5kb	.	1	18	18.0	0.0186	0.0175	168	18	18	18	13	0
ENSG00000268388	FENDRR	near_coding_5kb	.	1	19	19.0	0.0188	0.0106	298	18	16	16	16	6
ENSG00000227128	LBX1-AS1	near_coding_5kb	.	1	19	19.0	0.0188	0.0139	448	19	18	14	12	6
ENSG00000310313		near_coding_5kb	.	1	17	17.0	0.019	0.0131	248	16	15	14	13	1
ENSG00000288728		near_coding_5kb	.	1	18	18.0	0.0192	0.019	648	18	17	14	10	5
ENSG00000289903		near_coding_5kb	.	1	19	19.0	0.0194	0.0089	608	17	17	14	13	10
ENSG00000294904		near_coding_5kb	.	1	19	19.0	0.0194	0.0095	728	17	16	15	13	12
ENSG00000261437		near_coding_5kb	.	1	17	17.0	0.0196	0.0154	328	17	15	15	11	1
ENSG00000296659		near_coding_5kb	.	1	19	19.0	0.0196	0.0148	215	19	16	16	16	0
ENSG00000274536	MIR223HG	near_coding_5kb	.	1	17	17.0	0.0197	0.0152	244	16	16	14	13	1
ENSG00000266402	SNHG25	near_coding_5kb	.	1	18	18.0	0.0198	0.0155	481	17	16	15	14	1
ENSG00000277969		near_coding_5kb	.	1	17	17.0	0.0199	0.0112	608	16	15	13	11	7
ENSG00000307974		near_coding_5kb	.	1	19	19.0	0.0199	0.0163	368	19	19	17	11	4
ENSG00000307399		near_coding_5kb	.	1	17	17.0	0.02	0.0128	448	16	15	15	13	6
ENSG00000293645		near_coding_5kb	.	1	17	17.0	0.0201	0.0104	408	16	13	13	13	7
ENSG00000302794		near_coding_5kb	.	1	17	17.0	0.0205	0.0161	488	17	15	14	10	1
ENSG00000271387	C1orf21-DT	near_coding_5kb	.	1	19	19.0	0.0205	0.0148	488	19	18	14	11	4
ENSG00000302977		near_coding_5kb	.	1	17	17.0	0.0205	0.0177	328	16	16	14	11	2
ENSG00000308452		near_coding_5kb	.	1	19	19.0	0.0214	0.0123	368	16	16	15	14	6
ENSG00000249669	CARMN	near_coding_5kb	.	1	17	17.0	0.0215	0.0201	157	17	17	16	7	0
ENSG00000293311	SMPD4BP	near_coding_5kb	.	2	19	18.5	0.0215	0.0192	288	19	18	17	13	1
ENSG00000288877		near_coding_5kb	.	1	17	17.0	0.0217	0.0124	368	15	14	14	14	1
ENSG00000271398		near_coding_5kb	.	1	19	19.0	0.0217	0.0136	288	16	16	16	16	1
ENSG00000234432	LINC02983	near_coding_5kb	.	1	19	19.0	0.0219	0.013	1328	16	16	16	12	8
ENSG00000249725		near_coding_5kb	.	1	17	17.0	0.022	0.0103	483	15	14	13	12	8
ENSG00000285667		near_coding_5kb	.	1	17	17.0	0.0221	0.0158	396	15	15	15	10	3
ENSG00000289196		near_coding_5kb	.	1	19	19.0	0.0223	0.017	328	18	18	17	12	1
ENSG00000296830		near_coding_5kb	.	1	17	17.0	0.0223	0.0135	489	15	14	14	10	7
ENSG00000273329		near_coding_5kb	.	1	19	19.0	0.0223	0.0192	234	19	18	16	12	0
ENSG00000288812		near_coding_5kb	.	1	19	19.0	0.0224	0.0168	328	18	17	14	11	4
ENSG00000247400	DNAJC3-DT	near_coding_5kb	.	1	18	18.0	0.0224	0.0188	284	18	16	15	10	1
ENSG00000300775		near_coding_5kb	.	1	18	18.0	0.0225	0.0183	368	18	16	14	10	1
ENSG00000295170		near_coding_5kb	.	1	17	17.0	0.0226	0.016	488	15	15	14	11	2
ENSG00000306045		near_coding_5kb	.	1	19	19.0	0.0226	0.0124	208	17	15	14	13	0
ENSG00000306928		near_coding_5kb	.	1	18	18.0	0.0226	0.016	310	17	15	15	14	1
ENSG00000289347		near_coding_5kb	.	1	17	17.0	0.0228	0.0129	368	14	13	13	13	5
ENSG00000309206		near_coding_5kb	.	1	17	17.0	0.0229	0.016	448	15	13	13	12	5
ENSG00000291085	TMEM191A	near_coding_5kb	.	1	17	17.0	0.0229	0.0207	391	16	16	15	8	1
ENSG00000267405		near_coding_5kb	.	1	17	17.0	0.0229	0.0135	448	14	14	13	12	4
ENSG00000299940		near_coding_5kb	.	1	19	19.0	0.023	0.0187	311	19	18	12	10	1
ENSG00000289057		near_coding_5kb	.	1	19	19.0	0.023	0.0114	328	16	14	13	12	7
ENSG00000297299		near_coding_5kb	.	1	19	19.0	0.023	0.0264	768	18	16	13	9	7
ENSG00000306718		near_coding_5kb	.	1	18	18.0	0.0231	0.0242	122	18	18	18	4	0
ENSG00000310102		near_coding_5kb	.	1	17	17.0	0.0232	0.014	291	15	15	13	12	1
ENSG00000296642		near_coding_5kb	.	1	19	19.0	0.0232	0.0174	201	18	16	16	14	0
ENSG00000268066	FMR1-AS1	near_coding_5kb	.	1	17	17.0	0.0233	0.0182	358	15	15	14	11	1
ENSG00000253308		near_coding_5kb	.	1	17	17.0	0.0234	0.0137	408	15	15	14	11	1
ENSG00000290108		near_coding_5kb	.	1	17	17.0	0.0235	0.0163	248	16	14	13	11	0
ENSG00000289318		near_coding_5kb	.	1	17	17.0	0.0235	0.0214	128	17	17	13	5	0
ENSG00000273209		near_coding_5kb	.	2	19	18.5	0.0236	0.0158	368	15	15	15	13	1
ENSG00000248514		near_coding_5kb	.	1	17	17.0	0.0236	0.0196	248	16	16	13	9	1
ENSG00000233775		near_coding_5kb	.	1	19	19.0	0.0237	0.0156	509	18	17	13	11	1
ENSG00000307176		near_coding_5kb	.	1	17	17.0	0.0238	0.016	208	14	14	13	13	0
ENSG00000236536		near_coding_5kb	.	1	18	18.0	0.0238	0.0138	267	14	14	14	14	1
ENSG00000298243		near_coding_5kb	.	1	17	17.0	0.0239	0.0195	568	16	16	12	9	1
ENSG00000287891		near_coding_5kb	.	1	17	17.0	0.024	0.0205	217	16	16	13	6	1
ENSG00000293457	PTPRVP	near_coding_5kb	.	1	18	18.0	0.024	0.0218	419	17	15	13	9	3
ENSG00000288926		near_coding_5kb	.	1	18	18.0	0.024	0.021	330	18	17	13	8	1
ENSG00000302458		near_coding_5kb	.	1	17	17.0	0.0241	0.0193	220	15	15	14	9	0
ENSG00000260651		near_coding_5kb	.	1	17	17.0	0.0242	0.0199	328	16	16	14	9	2
ENSG00000306436		near_coding_5kb	.	1	17	17.0	0.0242	0.0192	183	16	16	14	9	0
ENSG00000293420		near_coding_5kb	.	2	18	17.5	0.0244	0.0178	485	17	17	13	9	1
ENSG00000307596		near_coding_5kb	.	1	19	19.0	0.0245	0.0157	208	17	17	16	15	0
ENSG00000297847		near_coding_5kb	.	1	18	18.0	0.0246	0.0179	358	18	14	11	10	1
ENSG00000276436		near_coding_5kb	.	1	18	18.0	0.0247	0.021	248	17	15	14	9	0
ENSG00000254473		near_coding_5kb	.	1	18	18.0	0.0249	0.0183	361	15	15	13	12	1
ENSG00000301883		near_coding_5kb	.	1	19	19.0	0.0251	0.0217	248	18	17	13	9	1
ENSG00000272711	HK2-DT	near_coding_5kb	.	1	19	19.0	0.0251	0.0171	608	16	16	16	15	1
ENSG00000182165	TP53TG1	near_coding_5kb	.	1	17	17.0	0.0253	0.0216	344	16	16	13	7	1
ENSG00000288765		near_coding_5kb	.	1	18	18.0	0.0253	0.0262	184	18	18	13	6	0
ENSG00000303061		near_coding_5kb	.	1	17	17.0	0.0255	0.0154	448	14	14	14	11	3
ENSG00000272763	LINC03057	near_coding_5kb	.	1	18	18.0	0.0256	0.018	248	16	15	12	10	0
ENSG00000296011		near_coding_5kb	.	1	17	17.0	0.0256	0.0216	248	15	13	13	6	0
ENSG00000289602		near_coding_5kb	.	1	18	18.0	0.0257	0.0258	368	17	16	13	8	2
ENSG00000270182		near_coding_5kb	.	1	17	17.0	0.0257	0.0143	328	15	13	12	10	0
ENSG00000299646		near_coding_5kb	.	1	17	17.0	0.026	0.0213	165	16	16	14	5	0
ENSG00000272092		near_coding_5kb	.	1	18	18.0	0.026	0.0204	608	15	15	15	9	1
ENSG00000295421		near_coding_5kb	.	1	19	19.0	0.026	0.0197	216	18	16	15	10	1
ENSG00000222033	LINC01124	near_coding_5kb	.	1	19	19.0	0.026	0.0196	728	18	16	11	10	2
ENSG00000288804		near_coding_5kb	.	1	18	18.0	0.0262	0.0227	288	16	16	12	7	1
ENSG00000229272	LINC03036	near_coding_5kb	.	1	18	18.0	0.0264	0.0232	132	18	16	14	1	0
ENSG00000273356	LINC02019	near_coding_5kb	.	1	17	17.0	0.0264	0.0165	288	14	14	14	11	1
ENSG00000305727		near_coding_5kb	.	1	17	17.0	0.0264	0.013	208	14	14	14	14	0
ENSG00000297171		near_coding_5kb	.	1	18	18.0	0.0265	0.0166	208	15	15	14	13	0
ENSG00000300316		near_coding_5kb	.	1	18	18.0	0.0266	0.0258	168	18	17	12	4	0
ENSG00000308413		near_coding_5kb	.	1	18	18.0	0.0267	0.0258	288	18	17	11	6	0
ENSG00000299103		near_coding_5kb	.	1	17	17.0	0.0269	0.0307	283	17	15	7	7	2
ENSG00000308729		near_coding_5kb	.	1	19	19.0	0.0272	0.0188	226	16	16	15	10	0
ENSG00000296989		near_coding_5kb	.	1	18	18.0	0.0272	0.0198	288	15	15	13	10	0
ENSG00000237877	LINC01473	near_coding_5kb	.	1	18	18.0	0.0273	0.0206	283	16	13	12	9	1
ENSG00000293473	CENPBD1P	near_coding_5kb	.	1	18	18.0	0.0274	0.0266	528	18	16	9	7	1
ENSG00000300682		near_coding_5kb	.	1	17	17.0	0.0274	0.024	288	16	16	13	5	0
ENSG00000304480		near_coding_5kb	.	1	17	17.0	0.0276	0.0282	488	16	15	10	4	1
ENSG00000232732		near_coding_5kb	.	1	18	18.0	0.0276	0.0227	168	17	16	13	2	0
ENSG00000293482		near_coding_5kb	.	1	17	17.0	0.0276	0.0206	485	15	13	13	8	1
ENSG00000297267		near_coding_5kb	.	1	18	18.0	0.0277	0.0238	221	17	15	14	6	0
ENSG00000289544		near_coding_5kb	.	1	17	17.0	0.0281	0.021	248	16	12	10	8	1
ENSG00000296320		near_coding_5kb	.	2	17	17.0	0.0281	0.02	368	14	14	14	9	1
ENSG00000271931	PNRC1-DT	near_coding_5kb	.	1	19	19.0	0.0281	0.0196	248	16	15	15	11	1
ENSG00000299814		near_coding_5kb	.	1	17	17.0	0.0285	0.022	288	16	14	12	6	1
ENSG00000243593	LINC02049	near_coding_5kb	.	1	17	17.0	0.0285	0.025	208	15	14	13	3	0
ENSG00000257084	MIR200CHG	near_coding_5kb	.	1	17	17.0	0.0286	0.0216	488	15	14	11	8	1
ENSG00000306693		near_coding_5kb	.	1	19	19.0	0.0286	0.0158	248	15	15	13	11	1
ENSG00000294934		near_coding_5kb	.	1	18	18.0	0.0292	0.0236	328	15	15	14	7	1
ENSG00000290861	KRT42P	near_coding_5kb	.	1	17	17.0	0.0294	0.0266	162	16	16	14	1	0
ENSG00000302654		near_coding_5kb	.	1	17	17.0	0.0296	0.0148	378	12	12	12	11	3
ENSG00000300712		near_coding_5kb	.	1	17	17.0	0.0296	0.0226	248	14	14	11	5	0
ENSG00000288741		near_coding_5kb	.	1	17	17.0	0.0297	0.0291	248	16	15	9	2	0
ENSG00000308462		near_coding_5kb	.	1	19	19.0	0.0298	0.0135	359	13	13	13	13	3
ENSG00000263146		near_coding_5kb	.	1	18	18.0	0.0298	0.0222	448	14	14	14	5	1
ENSG00000303292		near_coding_5kb	.	1	19	19.0	0.0299	0.0207	528	15	15	12	8	1
ENSG00000289560		near_coding_5kb	.	1	18	18.0	0.0299	0.034	768	16	10	8	6	6
ENSG00000296190		near_coding_5kb	.	1	18	18.0	0.03	0.0317	248	18	17	7	3	0
ENSG00000308499	CCEPR	near_coding_5kb	.	1	18	18.0	0.03	0.0199	288	15	14	13	9	1
ENSG00000289498		near_coding_5kb	.	1	18	18.0	0.0301	0.0236	168	17	13	13	2	0
ENSG00000289110		near_coding_5kb	.	1	18	18.0	0.0302	0.0278	408	16	15	13	3	1
ENSG00000286382		near_coding_5kb	.	1	17	17.0	0.0302	0.0235	288	15	15	13	7	1
ENSG00000298765		near_coding_5kb	.	1	17	17.0	0.0303	0.0235	164	15	14	12	4	0
ENSG00000300062		near_coding_5kb	.	1	17	17.0	0.0304	0.0153	356	13	12	10	10	0
ENSG00000263884		near_coding_5kb	.	1	17	17.0	0.0305	0.0182	368	14	12	12	11	1
ENSG00000289896		near_coding_5kb	.	1	17	17.0	0.0306	0.0283	248	16	14	11	5	1
ENSG00000305613		near_coding_5kb	.	1	18	18.0	0.0307	0.0278	328	17	14	12	2	1
ENSG00000289324		near_coding_5kb	.	1	17	17.0	0.0307	0.0227	208	15	14	11	5	0
ENSG00000231473	RB1-DT	near_coding_5kb	.	1	19	19.0	0.0307	0.0258	187	16	15	10	4	0
ENSG00000226172		near_coding_5kb	.	1	18	18.0	0.0308	0.0207	247	14	13	13	8	1
ENSG00000287812		near_coding_5kb	.	2	18	18.0	0.0309	0.0162	290	14	13	13	11	1
ENSG00000277453		near_coding_5kb	.	1	17	17.0	0.031	0.0162	408	13	12	12	10	1
ENSG00000298878		near_coding_5kb	.	1	19	19.0	0.0312	0.0235	175	16	14	13	2	0
ENSG00000306006		near_coding_5kb	.	1	19	19.0	0.0313	0.024	168	17	14	11	3	0
ENSG00000289421		near_coding_5kb	.	1	17	17.0	0.0315	0.0333	331	17	15	7	1	1
ENSG00000250899		near_coding_5kb	.	1	18	18.0	0.0316	0.0233	528	15	13	10	8	1
ENSG00000227477	STK4-DT	near_coding_5kb	.	1	18	18.0	0.0316	0.0276	229	16	13	11	1	0
ENSG00000259439	LINC01833	near_coding_5kb	.	1	19	19.0	0.0318	0.0257	208	16	16	15	5	0
ENSG00000234741	GAS5	near_coding_5kb	.	1	18	18.0	0.032	0.0254	608	15	14	12	4	1
ENSG00000297835		near_coding_5kb	.	1	19	19.0	0.032	0.0267	248	16	15	13	2	0
ENSG00000260572	PPM1L-DT	near_coding_5kb	.	1	19	19.0	0.0321	0.0329	368	18	15	7	2	1
ENSG00000224592	MIR3659HG	near_coding_5kb	.	1	19	19.0	0.0321	0.029	168	15	13	10	5	0
ENSG00000247240		near_coding_5kb	.	1	17	17.0	0.0323	0.0259	448	14	10	9	5	0
ENSG00000257052	PRPF19-DT	near_coding_5kb	.	1	19	19.0	0.0323	0.0262	648	14	14	11	7	1
ENSG00000301399		near_coding_5kb	.	1	17	17.0	0.0324	0.0274	290	15	12	9	1	0
ENSG00000289886		near_coding_5kb	.	1	17	17.0	0.0325	0.0262	408	13	12	9	6	1
ENSG00000309064		near_coding_5kb	.	1	19	19.0	0.0325	0.0268	608	15	14	11	6	3
ENSG00000300806		near_coding_5kb	.	1	17	17.0	0.0326	0.0319	288	15	15	7	2	1
ENSG00000298944		near_coding_5kb	.	1	17	17.0	0.0327	0.0227	248	15	13	9	7	1
ENSG00000306851		near_coding_5kb	.	1	18	18.0	0.0329	0.0242	195	15	13	13	3	0
ENSG00000289589		near_coding_5kb	.	1	19	19.0	0.033	0.0265	242	15	13	12	4	0
ENSG00000302763		near_coding_5kb	.	1	18	18.0	0.033	0.0282	389	16	12	10	3	1
ENSG00000301170		near_coding_5kb	.	1	18	18.0	0.0331	0.0272	608	15	12	9	6	3
ENSG00000297670		near_coding_5kb	.	1	18	18.0	0.0331	0.0286	375	16	14	10	6	1
ENSG00000294051		near_coding_5kb	.	1	18	18.0	0.0332	0.0241	201	15	14	11	4	0
ENSG00000245556		near_coding_5kb	.	1	19	19.0	0.0333	0.028	220	16	14	11	1	0
ENSG00000288568	ZCCHC14-DT	near_coding_5kb	.	1	19	19.0	0.0334	0.0202	528	13	13	12	9	1
ENSG00000307521		near_coding_5kb	.	1	18	18.0	0.0335	0.0104	448	12	12	12	11	9
ENSG00000306205		near_coding_5kb	.	1	17	17.0	0.0335	0.0224	248	13	12	12	8	1
ENSG00000298859		near_coding_5kb	.	1	18	18.0	0.0336	0.0256	168	15	13	10	4	0
ENSG00000289190		near_coding_5kb	.	1	19	19.0	0.0336	0.036	408	17	14	6	3	0
ENSG00000285533	RELA-DT	near_coding_5kb	.	1	18	18.0	0.0336	0.0296	300	14	12	9	2	1
ENSG00000289379		near_coding_5kb	.	1	18	18.0	0.0337	0.0232	288	13	13	11	7	1
ENSG00000290026		near_coding_5kb	.	1	18	18.0	0.0337	0.0348	648	15	12	7	4	2
ENSG00000306684		near_coding_5kb	.	1	19	19.0	0.0337	0.0331	168	18	16	6	1	0
ENSG00000303882		near_coding_5kb	.	1	18	18.0	0.0338	0.0241	199	14	12	10	8	0
ENSG00000294260		near_coding_5kb	.	1	18	18.0	0.034	0.0265	288	14	14	9	7	1
ENSG00000309433		near_coding_5kb	.	1	18	18.0	0.034	0.026	448	12	12	12	8	0
ENSG00000272081	FCHO2-DT	near_coding_5kb	.	1	19	19.0	0.034	0.0199	266	13	11	11	10	0
ENSG00000293627		near_coding_5kb	.	1	18	18.0	0.0342	0.0284	288	16	13	10	3	1
ENSG00000214546		near_coding_5kb	.	1	18	18.0	0.0343	0.026	321	15	14	11	5	1
ENSG00000297987		near_coding_5kb	.	1	17	17.0	0.0343	0.0295	128	15	14	10	0	0
ENSG00000286503		near_coding_5kb	.	1	19	19.0	0.0343	0.0248	180	15	15	14	1	0
ENSG00000302724		near_coding_5kb	.	1	19	19.0	0.0344	0.0181	199	13	13	13	10	0
ENSG00000288814		near_coding_5kb	.	1	17	17.0	0.0344	0.0254	248	14	12	10	2	0
ENSG00000309737		near_coding_5kb	.	1	19	19.0	0.0344	0.0266	218	16	13	11	6	0
ENSG00000301413		near_coding_5kb	.	1	17	17.0	0.0346	0.0277	168	14	12	9	2	0
ENSG00000297564		near_coding_5kb	.	1	19	19.0	0.0349	0.0337	260	16	14	9	1	0
ENSG00000279249	SYNAGE	near_coding_5kb	.	1	18	18.0	0.0349	0.0292	368	14	13	11	7	1
ENSG00000178412		near_coding_5kb	.	1	17	17.0	0.035	0.0328	288	14	14	7	1	0
ENSG00000304056		near_coding_5kb	.	1	18	18.0	0.035	0.0333	288	15	13	7	4	1
ENSG00000295641		near_coding_5kb	.	1	18	18.0	0.0353	0.0217	180	13	12	11	6	0
ENSG00000250326		near_coding_5kb	.	1	19	19.0	0.0353	0.0362	208	18	13	6	1	0
ENSG00000260992	DOCK9-DT	near_coding_5kb	.	1	17	17.0	0.0355	0.0211	528	12	12	10	8	1
ENSG00000258952	SALRNA1	near_coding_5kb	.	1	17	17.0	0.0356	0.025	208	15	14	10	1	0
ENSG00000304945		near_coding_5kb	.	1	18	18.0	0.0358	0.0278	221	14	12	11	1	0
ENSG00000288865		near_coding_5kb	.	1	17	17.0	0.0358	0.0206	248	10	10	9	7	1
ENSG00000255135	EMSY-DT	near_coding_5kb	.	1	19	19.0	0.036	0.0312	306	14	14	8	5	1
ENSG00000289918		near_coding_5kb	.	1	17	17.0	0.0363	0.0352	328	14	11	5	2	1
ENSG00000233230		near_coding_5kb	.	1	19	19.0	0.0364	0.0266	288	14	14	13	9	1
ENSG00000298060		near_coding_5kb	.	1	19	19.0	0.0364	0.034	288	14	11	7	5	1
ENSG00000295897		near_coding_5kb	.	1	17	17.0	0.0365	0.0308	328	13	11	8	3	0
ENSG00000289302		near_coding_5kb	.	1	19	19.0	0.0365	0.0359	240	14	10	8	3	1
ENSG00000287646		near_coding_5kb	.	1	18	18.0	0.0367	0.0285	208	14	14	11	3	0
ENSG00000286585		near_coding_5kb	.	1	18	18.0	0.037	0.0212	449	11	11	11	9	1
ENSG00000307277		near_coding_5kb	.	1	17	17.0	0.0371	0.0333	448	14	11	6	4	1
ENSG00000232028	PRKD3-DT	near_coding_5kb	.	1	18	18.0	0.0373	0.0395	248	15	10	6	1	0
ENSG00000302826		near_coding_5kb	.	1	19	19.0	0.0373	0.0304	208	16	14	7	2	0
ENSG00000279393		near_coding_5kb	.	1	18	18.0	0.0376	0.0217	208	12	11	10	9	0
ENSG00000295157		near_coding_5kb	.	1	19	19.0	0.0376	0.0339	248	16	11	6	3	0
ENSG00000308112		near_coding_5kb	.	1	18	18.0	0.0377	0.0275	168	14	14	10	0	0
ENSG00000295165		near_coding_5kb	.	1	17	17.0	0.0377	0.033	313	13	11	8	3	0
ENSG00000237886	NALT1	near_coding_5kb	.	1	17	17.0	0.0377	0.0286	142	14	14	11	0	0
ENSG00000296557		near_coding_5kb	.	1	18	18.0	0.0378	0.0269	408	13	11	9	8	1
ENSG00000258945		near_coding_5kb	.	1	19	19.0	0.0379	0.0255	202	14	13	11	2	0
ENSG00000304696		near_coding_5kb	.	1	18	18.0	0.038	0.0392	248	10	9	8	7	0
ENSG00000299128		near_coding_5kb	.	1	17	17.0	0.0381	0.0334	128	16	14	0	0	0
ENSG00000304865		near_coding_5kb	.	1	19	19.0	0.0384	0.0342	288	16	11	7	4	0
ENSG00000260278		near_coding_5kb	.	1	19	19.0	0.0384	0.0485	368	11	9	9	8	1
ENSG00000290692		near_coding_5kb	.	1	17	17.0	0.0391	0.0152	157	11	11	11	9	0
ENSG00000226349		near_coding_5kb	.	1	17	17.0	0.0395	0.0381	173	14	9	6	1	0
ENSG00000308044		near_coding_5kb	.	1	17	17.0	0.0397	0.0429	304	10	8	6	6	1
ENSG00000307934		near_coding_5kb	.	1	18	18.0	0.0398	0.0357	248	15	12	6	1	0
ENSG00000259863	SH3RF3-AS1	near_coding_5kb	.	1	18	18.0	0.0398	0.0382	229	13	10	7	4	0
ENSG00000296527		near_coding_5kb	.	1	19	19.0	0.0399	0.0309	178	15	13	6	1	0
ENSG00000300691		near_coding_5kb	.	1	18	18.0	0.0399	0.0372	288	10	9	8	3	1
ENSG00000306346		near_coding_5kb	.	1	17	17.0	0.0403	0.0423	259	12	8	6	4	0
ENSG00000289888		near_coding_5kb	.	1	18	18.0	0.0407	0.041	208	11	9	7	3	0
ENSG00000305630		near_coding_5kb	.	1	18	18.0	0.0408	0.0394	488	10	9	7	6	1
ENSG00000223475	VOPP1-DT	near_coding_5kb	.	1	18	18.0	0.0415	0.0398	151	16	12	0	0	0
ENSG00000298712		near_coding_5kb	.	1	17	17.0	0.0415	0.0314	328	12	9	8	4	1
ENSG00000257526		near_coding_5kb	.	1	19	19.0	0.0415	0.0433	314	12	9	9	4	0
ENSG00000301306		near_coding_5kb	.	1	18	18.0	0.0415	0.0387	568	10	9	6	5	2
ENSG00000310173		near_coding_5kb	.	1	17	17.0	0.0418	0.0321	248	12	11	8	1	0
ENSG00000295807		near_coding_5kb	.	1	18	18.0	0.0421	0.0344	128	15	14	4	0	0
ENSG00000261173	DNAJA2-DT	near_coding_5kb	.	1	17	17.0	0.0424	0.0336	306	10	10	7	2	1
ENSG00000300154		near_coding_5kb	.	1	19	19.0	0.0429	0.0484	208	12	8	7	4	0
ENSG00000289293		near_coding_5kb	.	1	19	19.0	0.043	0.0465	208	12	5	5	4	0
ENSG00000300750		near_coding_5kb	.	1	17	17.0	0.0432	0.0372	224	13	9	7	1	0
ENSG00000287185		near_coding_5kb	.	1	17	17.0	0.0432	0.0372	412	11	9	8	1	1
ENSG00000308008		near_coding_5kb	.	1	18	18.0	0.0433	0.0446	258	10	7	7	5	1
ENSG00000287430		near_coding_5kb	.	1	18	18.0	0.0434	0.0402	300	13	9	3	1	0
